layerset,loss,optimizer,epoch,seed,layer(LAST),correct
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [150; 'linear']],mse,adam,25,3782382748,4,0.67
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [150; 'linear']],mse,adam,25,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [150; 'linear']],mse,rmsprop,10,3782382748,4,0.59
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [150; 'linear']],mse,rmsprop,10,3782382748,4,0.54
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [150; 'linear']],mse,rmsprop,15,3782382748,4,0.6
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [150; 'linear']],mse,rmsprop,15,3782382748,4,0.64
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [150; 'linear']],mse,rmsprop,20,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [150; 'linear']],mse,rmsprop,20,3782382748,4,0.61
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [150; 'linear']],mse,rmsprop,25,3782382748,4,0.67
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [150; 'linear']],mse,rmsprop,25,3782382748,4,0.69
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'relu']],mse,adam,10,3782382748,4,0.63
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'relu']],mse,adam,10,3782382748,4,0.66
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'relu']],mse,adam,15,3782382748,4,0.71
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'relu']],mse,adam,15,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'relu']],mse,adam,20,3782382748,4,0.67
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'relu']],mse,adam,20,3782382748,4,0.69
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'relu']],mse,adam,25,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'relu']],mse,adam,25,3782382748,4,0.73
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'relu']],mse,rmsprop,10,3782382748,4,0.53
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'relu']],mse,rmsprop,10,3782382748,4,0.49
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'relu']],mse,rmsprop,15,3782382748,4,0.58
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'relu']],mse,rmsprop,15,3782382748,4,0.55
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'relu']],mse,rmsprop,20,3782382748,4,0.67
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'relu']],mse,rmsprop,20,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'relu']],mse,rmsprop,25,3782382748,4,0.71
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'relu']],mse,rmsprop,25,3782382748,4,0.7
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'linear']],mse,adam,10,3782382748,4,0.64
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'linear']],mse,adam,10,3782382748,4,0.64
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'linear']],mse,adam,15,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'linear']],mse,adam,15,3782382748,4,0.69
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'linear']],mse,adam,20,3782382748,4,0.69
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'linear']],mse,adam,20,3782382748,4,0.69
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'linear']],mse,adam,25,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'linear']],mse,adam,25,3782382748,4,0.7
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'linear']],mse,rmsprop,10,3782382748,4,0.61
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'linear']],mse,rmsprop,10,3782382748,4,0.56
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'linear']],mse,rmsprop,15,3782382748,4,0.51
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'linear']],mse,rmsprop,15,3782382748,4,0.56
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'linear']],mse,rmsprop,20,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'linear']],mse,rmsprop,20,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'linear']],mse,rmsprop,25,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [200; 'linear']],mse,rmsprop,25,3782382748,4,0.63
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'relu']],mse,adam,10,3782382748,4,0.6
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'relu']],mse,adam,10,3782382748,4,0.69
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'relu']],mse,adam,15,3782382748,4,0.69
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'relu']],mse,adam,15,3782382748,4,0.63
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'relu']],mse,adam,20,3782382748,4,0.69
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'relu']],mse,adam,20,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'relu']],mse,adam,25,3782382748,4,0.64
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'relu']],mse,adam,25,3782382748,4,0.71
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'relu']],mse,rmsprop,10,3782382748,4,0.59
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'relu']],mse,rmsprop,10,3782382748,4,0.56
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'relu']],mse,rmsprop,15,3782382748,4,0.59
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'relu']],mse,rmsprop,15,3782382748,4,0.52
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'relu']],mse,rmsprop,20,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'relu']],mse,rmsprop,20,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'relu']],mse,rmsprop,25,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'relu']],mse,rmsprop,25,3782382748,4,0.66
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'linear']],mse,adam,10,3782382748,4,0.64
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'linear']],mse,adam,10,3782382748,4,0.6
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'linear']],mse,adam,15,3782382748,4,0.69
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'linear']],mse,adam,15,3782382748,4,0.64
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'linear']],mse,adam,20,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'linear']],mse,adam,20,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'linear']],mse,adam,25,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'linear']],mse,adam,25,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'linear']],mse,rmsprop,10,3782382748,4,0.57
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'linear']],mse,rmsprop,10,3782382748,4,0.59
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'linear']],mse,rmsprop,15,3782382748,4,0.54
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'linear']],mse,rmsprop,15,3782382748,4,0.67
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'linear']],mse,rmsprop,20,3782382748,4,0.7
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'linear']],mse,rmsprop,20,3782382748,4,0.67
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'linear']],mse,rmsprop,25,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'relu']; [250; 'linear']],mse,rmsprop,25,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'relu']],mse,adam,10,3782382748,4,0.66
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'relu']],mse,adam,10,3782382748,4,0.59
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'relu']],mse,adam,15,3782382748,4,0.63
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'relu']],mse,adam,15,3782382748,4,0.64
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'relu']],mse,adam,20,3782382748,4,0.63
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'relu']],mse,adam,20,3782382748,4,0.74
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'relu']],mse,adam,25,3782382748,4,0.66
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'relu']],mse,adam,25,3782382748,4,0.66
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'relu']],mse,rmsprop,10,3782382748,4,0.53
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'relu']],mse,rmsprop,10,3782382748,4,0.37
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'relu']],mse,rmsprop,15,3782382748,4,0.62
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'relu']],mse,rmsprop,15,3782382748,4,0.51
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'relu']],mse,rmsprop,20,3782382748,4,0.73
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'relu']],mse,rmsprop,20,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'relu']],mse,rmsprop,25,3782382748,4,0.72
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'relu']],mse,rmsprop,25,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'linear']],mse,adam,10,3782382748,4,0.67
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'linear']],mse,adam,10,3782382748,4,0.69
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'linear']],mse,adam,15,3782382748,4,0.7
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'linear']],mse,adam,15,3782382748,4,0.7
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'linear']],mse,adam,20,3782382748,4,0.66
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'linear']],mse,adam,20,3782382748,4,0.7
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'linear']],mse,adam,25,3782382748,4,0.67
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'linear']],mse,adam,25,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'linear']],mse,rmsprop,10,3782382748,4,0.56
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'linear']],mse,rmsprop,10,3782382748,4,0.56
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'linear']],mse,rmsprop,15,3782382748,4,0.6
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'linear']],mse,rmsprop,15,3782382748,4,0.62
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'linear']],mse,rmsprop,20,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'linear']],mse,rmsprop,20,3782382748,4,0.63
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'linear']],mse,rmsprop,25,3782382748,4,0.63
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [150; 'linear']],mse,rmsprop,25,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'relu']],mse,adam,10,3782382748,4,0.61
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'relu']],mse,adam,10,3782382748,4,0.59
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'relu']],mse,adam,15,3782382748,4,0.64
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'relu']],mse,adam,15,3782382748,4,0.71
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'relu']],mse,adam,20,3782382748,4,0.64
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'relu']],mse,adam,20,3782382748,4,0.64
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'relu']],mse,adam,25,3782382748,4,0.76
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'relu']],mse,adam,25,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'relu']],mse,rmsprop,10,3782382748,4,0.54
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'relu']],mse,rmsprop,10,3782382748,4,0.56
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'relu']],mse,rmsprop,15,3782382748,4,0.53
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'relu']],mse,rmsprop,15,3782382748,4,0.36
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'relu']],mse,rmsprop,20,3782382748,4,0.58
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'relu']],mse,rmsprop,20,3782382748,4,0.6
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'relu']],mse,rmsprop,25,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'relu']],mse,rmsprop,25,3782382748,4,0.63
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'linear']],mse,adam,10,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'linear']],mse,adam,10,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'linear']],mse,adam,15,3782382748,4,0.67
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'linear']],mse,adam,15,3782382748,4,0.6
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'linear']],mse,adam,20,3782382748,4,0.64
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'linear']],mse,adam,20,3782382748,4,0.64
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'linear']],mse,adam,25,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'linear']],mse,adam,25,3782382748,4,0.6
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'linear']],mse,rmsprop,10,3782382748,4,0.53
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'linear']],mse,rmsprop,10,3782382748,4,0.55
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'linear']],mse,rmsprop,15,3782382748,4,0.57
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'linear']],mse,rmsprop,15,3782382748,4,0.44
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'linear']],mse,rmsprop,20,3782382748,4,0.6
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'linear']],mse,rmsprop,20,3782382748,4,0.62
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'linear']],mse,rmsprop,25,3782382748,4,0.69
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [200; 'linear']],mse,rmsprop,25,3782382748,4,0.59
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'relu']],mse,adam,10,3782382748,4,0.62
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'relu']],mse,adam,10,3782382748,4,0.67
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'relu']],mse,adam,15,3782382748,4,0.67
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'relu']],mse,adam,15,3782382748,4,0.62
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'relu']],mse,adam,20,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'relu']],mse,adam,20,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'relu']],mse,adam,25,3782382748,4,0.72
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'relu']],mse,adam,25,3782382748,4,0.63
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'relu']],mse,rmsprop,10,3782382748,4,0.55
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'relu']],mse,rmsprop,10,3782382748,4,0.59
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'relu']],mse,rmsprop,15,3782382748,4,0.5
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'relu']],mse,rmsprop,15,3782382748,4,0.51
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'relu']],mse,rmsprop,20,3782382748,4,0.58
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'relu']],mse,rmsprop,20,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'relu']],mse,rmsprop,25,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'relu']],mse,rmsprop,25,3782382748,4,0.59
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'linear']],mse,adam,10,3782382748,4,0.64
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'linear']],mse,adam,10,3782382748,4,0.6
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'linear']],mse,adam,15,3782382748,4,0.7
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'linear']],mse,adam,15,3782382748,4,0.6
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'linear']],mse,adam,20,3782382748,4,0.62
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'linear']],mse,adam,20,3782382748,4,0.69
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'linear']],mse,adam,25,3782382748,4,0.69
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'linear']],mse,adam,25,3782382748,4,0.63
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'linear']],mse,rmsprop,10,3782382748,4,0.52
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'linear']],mse,rmsprop,10,3782382748,4,0.57
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'linear']],mse,rmsprop,15,3782382748,4,0.55
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'linear']],mse,rmsprop,15,3782382748,4,0.49
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'linear']],mse,rmsprop,20,3782382748,4,0.65
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'linear']],mse,rmsprop,20,3782382748,4,0.68
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'linear']],mse,rmsprop,25,3782382748,4,0.63
[[200; 'linear']; [150; 'relu']; [250; 'linear']; [250; 'linear']],mse,rmsprop,25,3782382748,4,0.68
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,10,3782382748,4,0.65
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,10,3782382748,4,0.67
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,15,3782382748,4,0.58
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,15,3782382748,4,0.62
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,20,3782382748,4,0.74
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,20,3782382748,4,0.74
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,25,3782382748,4,0.64
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,25,3782382748,4,0.67
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,rmsprop,10,3782382748,4,0.51
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,rmsprop,10,3782382748,4,0.56
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,rmsprop,15,3782382748,4,0.46
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,rmsprop,15,3782382748,4,0.55
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,rmsprop,20,3782382748,4,0.65
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,rmsprop,20,3782382748,4,0.73
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,rmsprop,25,3782382748,4,0.76
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,rmsprop,25,3782382748,4,0.68
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,10,3782382748,4,0.65
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,10,3782382748,4,0.67
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,15,3782382748,4,0.63
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,15,3782382748,4,0.63
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,20,3782382748,4,0.63
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,20,3782382748,4,0.65
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,25,3782382748,4,0.71
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,25,3782382748,4,0.67
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,rmsprop,10,3782382748,4,0.59
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,rmsprop,10,3782382748,4,0.54
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,rmsprop,15,3782382748,4,0.6
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,rmsprop,15,3782382748,4,0.48
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,rmsprop,20,3782382748,4,0.65
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,rmsprop,20,3782382748,4,0.72
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,rmsprop,25,3782382748,4,0.63
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,rmsprop,25,3782382748,4,0.63
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,10,3782382748,4,0.67
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,10,3782382748,4,0.61
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,15,3782382748,4,0.65
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,15,3782382748,4,0.63
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,20,3782382748,4,0.7
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,20,3782382748,4,0.66
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,25,3782382748,4,0.7
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,25,3782382748,4,0.66
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,rmsprop,10,3782382748,4,0.44
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,rmsprop,10,3782382748,4,0.57
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,rmsprop,15,3782382748,4,0.46
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,rmsprop,15,3782382748,4,0.56
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,rmsprop,20,3782382748,4,0.72
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,rmsprop,20,3782382748,4,0.7
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,rmsprop,25,3782382748,4,0.65
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,rmsprop,25,3782382748,4,0.67
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,10,3782382748,4,0.64
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,10,3782382748,4,0.64
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,15,3782382748,4,0.66
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,15,3782382748,4,0.63
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,20,3782382748,4,0.72
[[200; 'linear']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,20,3782382748,4,0.69
